ObjectId,goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level_,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,UnitMultiplier,Units_code,Units_desc,timeSeries_id,timeSeries_keys,n_years,min_year,max_year,years,value_1993,value_1994,value_1995,value_1996,value_1997,value_1998,value_1999,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_2019,value_2020,value_2021,latest_value,footnotes,nature
46,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,630,Puerto Rico,4,29,Caribbean,Country,-66.47591017,18.22753799,PRI,0,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.74512,0.74323,0.74147,0.73946,0.73701,0.73508,0.73254,0.72989,0.72751,0.72453,0.72257,0.71993,0.71749,0.71482,0.71235,0.70989,0.70746,0.70503,0.70183,0.69962,0.69746,0.69441,0.69228,0.69014,0.68706,0.68418,0.68199,0.67947,0.67625,0.67625,,E: Estimated data
47,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,634,Qatar,4,145,Western Asia,Country,51.19152467,25.28355379,QAT,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.92062,0.92032,0.9199,0.91728,0.91505,0.91113,0.90738,0.90298,0.89927,0.89524,0.88986,0.88697,0.8827,0.87853,0.87448,0.87058,0.86734,0.86374,0.8602,0.8552,0.85175,0.84752,0.84346,0.83901,0.83433,0.83089,0.82614,0.82322,0.81936,0.81936,,E: Estimated data
48,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,410,Republic of Korea,4,30,Eastern Asia,Country,127.8610254,36.45201023,KOR,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.78629,0.78461,0.78236,0.77921,0.77524,0.77073,0.76619,0.76207,0.75836,0.75457,0.7513,0.74746,0.74443,0.74042,0.737,0.73395,0.72995,0.72791,0.72572,0.72245,0.7196,0.71657,0.71351,0.71017,0.70752,0.70478,0.70155,0.699,0.69661,0.69661,,E: Estimated data
49,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,498,Republic of Moldova,5,151,Eastern Europe,Country,28.4650624,47.20236795,MDA,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.94136,0.94153,0.94148,0.94147,0.9414,0.94138,0.94137,0.94137,0.94138,0.94138,0.94139,0.94144,0.94164,0.94187,0.94211,0.94258,0.94259,0.94295,0.94318,0.94345,0.94373,0.94393,0.94421,0.9445,0.94464,0.94497,0.94526,0.94541,0.94564,0.94564,,E: Estimated data
50,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,638,Réunion,4,14,Eastern Africa,Country,55.53171398,-21.13183266,REU,0,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.72173,0.72153,0.72089,0.71496,0.70847,0.70218,0.69157,0.68563,0.67817,0.67182,0.66568,0.65972,0.65386,0.64952,0.64441,0.64081,0.63691,0.62994,0.62797,0.61905,0.61169,0.60467,0.59849,0.59115,0.58461,0.58073,0.57469,0.56615,0.56142,0.56142,,E: Estimated data
51,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,642,Romania,5,151,Eastern Europe,Country,24.98481009,45.83893563,ROU,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.86656,0.86646,0.86602,0.86539,0.86492,0.86442,0.86401,0.86393,0.86385,0.86378,0.86377,0.86377,0.86381,0.86384,0.86389,0.86397,0.86402,0.8641,0.86418,0.86425,0.8643,0.86435,0.86439,0.86443,0.86447,0.8645,0.86455,0.86456,0.8646,0.8646,,E: Estimated data
52,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,643,Russian Federation,5,151,Eastern Europe,Country,99.01404926,61.61899849,RUS,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.96033,0.96,0.95956,0.95903,0.95854,0.9579,0.95724,0.95695,0.95655,0.95616,0.95587,0.95551,0.9552,0.95479,0.95432,0.95403,0.95363,0.95332,0.95309,0.95283,0.95268,0.95249,0.95242,0.95217,0.95213,0.952,0.95195,0.95189,0.95176,0.95176,,E: Estimated data
53,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,646,Rwanda,4,14,Eastern Africa,Country,29.92310194,-1.999842114,RWA,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.8836,0.88358,0.88351,0.88346,0.88344,0.88339,0.88338,0.88337,0.88337,0.88338,0.88338,0.88338,0.88337,0.88337,0.88338,0.88337,0.88336,0.88335,0.88334,0.88332,0.88331,0.8833,0.88329,0.88328,0.88328,0.88327,0.88327,0.88326,0.88326,0.88326,,E: Estimated data
54,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,652,Saint Barthélemy,4,29,Caribbean,Country,-62.83173536,17.89513362,BLM,0,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.98266,0.98304,0.98328,0.98352,0.98384,0.98416,0.98448,0.9848,0.98512,0.98545,0.98577,0.98609,0.98641,0.98673,0.98705,0.98737,0.9876,0.98795,0.98817,0.98846,0.98887,0.98916,0.98949,0.98978,0.99018,0.99047,0.99081,0.99109,0.99134,0.99134,,E: Estimated data
55,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,654,Saint Helena,4,11,Western Africa,Country,-5.705752501,-15.96503946,SHN,0,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.64402,0.64409,0.64481,0.64479,0.64543,0.64542,0.64576,0.64536,0.64534,0.64476,0.64382,0.64524,0.64647,0.64904,0.6512,0.65312,0.65481,0.65636,0.6565,0.65734,0.65748,0.65782,0.65816,0.65848,0.65897,0.65968,0.65974,0.66029,0.66062,0.66062,,E: Estimated data
56,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,659,Saint Kitts and Nevis,4,29,Caribbean,Country,-62.76628613,17.33994219,KNA,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.76384,0.76367,0.76251,0.7619,0.76101,0.75967,0.7589,0.75754,0.75613,0.75463,0.75378,0.75246,0.75164,0.75042,0.74906,0.74787,0.74691,0.74563,0.74467,0.74355,0.74215,0.74128,0.74003,0.73923,0.73778,0.73707,0.73553,0.73479,0.7336,0.7336,,E: Estimated data
57,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,662,Saint Lucia,4,29,Caribbean,Country,-60.96529553,13.89405601,LCA,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.86353,0.86227,0.86033,0.85893,0.85685,0.8549,0.85253,0.85044,0.84788,0.84575,0.84334,0.84151,0.83913,0.83707,0.83485,0.83298,0.8305,0.82833,0.82657,0.82437,0.82167,0.81956,0.81768,0.81602,0.81329,0.81145,0.80897,0.8073,0.80512,0.80512,,E: Estimated data
58,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,663,Saint Martin (French Part),4,29,Caribbean,Country,-63.04505461,18.0882685,MAF,0,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.96853,0.96842,0.96786,0.96695,0.96542,0.96391,0.96205,0.96076,0.95896,0.95817,0.95638,0.9547,0.95325,0.95226,0.95029,0.94974,0.94817,0.94712,0.94636,0.94432,0.94305,0.94165,0.93995,0.93854,0.93706,0.93621,0.93417,0.9334,0.93206,0.93206,,E: Estimated data
59,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,666,Saint Pierre and Miquelon,4,21,Northern America,Country,-56.33682442,46.85812735,SPM,0,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.54746,0.54548,0.54618,0.54591,0.54521,0.54503,0.5451,0.54549,0.54526,0.54588,0.54537,0.54626,0.54565,0.54632,0.54441,0.54467,0.54381,0.54409,0.54379,0.54335,0.54273,0.5424,0.5418,0.54167,0.54123,0.54093,0.54124,0.54056,0.54037,0.54037,,E: Estimated data
60,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,670,Saint Vincent and the Grenadines,4,29,Caribbean,Country,-61.19024321,13.24627968,VCT,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.78365,0.78344,0.78227,0.78157,0.78031,0.77944,0.77781,0.77666,0.77559,0.77473,0.77342,0.77243,0.77142,0.77048,0.76957,0.76895,0.76816,0.76712,0.76612,0.76498,0.76406,0.76272,0.76178,0.76066,0.75944,0.75836,0.75735,0.75597,0.75503,0.75503,,E: Estimated data
61,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,882,Samoa,4,543,Oceania (exc. Australia and New Zealand),Country,-172.4430749,-13.61541469,WSM,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.78288,0.78456,0.78458,0.78575,0.7854,0.78584,0.78553,0.78498,0.78367,0.78266,0.7822,0.78068,0.78029,0.77911,0.77864,0.77828,0.77716,0.77483,0.77312,0.77333,0.77143,0.76956,0.76898,0.76692,0.76534,0.7632,0.76391,0.76168,0.76108,0.76108,,E: Estimated data
62,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,882,Samoa,4,543,Oceania (exc. Australia and New Zealand),Country,-172.4430749,-13.61541469,WSM,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.78288,0.78456,0.78458,0.78575,0.7854,0.78584,0.78553,0.78498,0.78367,0.78266,0.7822,0.78068,0.78029,0.77911,0.77864,0.77828,0.77716,0.77483,0.77312,0.77333,0.77143,0.76956,0.76898,0.76692,0.76534,0.7632,0.76391,0.76168,0.76108,0.76108,,E: Estimated data
63,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,674,San Marino,5,39,Southern Europe,Country,12.46329038,43.93841766,SMR,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.98593,0.98592,0.98571,0.98548,0.98525,0.98501,0.98478,0.98453,0.98451,0.98447,0.98445,0.98442,0.98442,0.98442,0.98445,0.98448,0.98456,0.98465,0.98476,0.98484,0.98488,0.9849,0.98492,0.98494,0.98495,0.98497,0.98498,0.985,0.98501,0.98501,,E: Estimated data
64,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,678,Sao Tome and Principe,4,17,Middle Africa,Country,6.609772265,0.241554875,STP,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.79427,0.792,0.78931,0.78693,0.78512,0.78327,0.78089,0.77991,0.77953,0.7788,0.77921,0.77913,0.78102,0.78314,0.78383,0.7865,0.78796,0.78852,0.78828,0.78811,0.78748,0.78726,0.78687,0.78661,0.78587,0.78591,0.78563,0.78545,0.78511,0.78511,,E: Estimated data
65,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,682,Saudi Arabia,4,145,Western Asia,Country,44.54763347,24.12594211,SAU,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.96446,0.96422,0.96251,0.96156,0.95938,0.95724,0.95478,0.95183,0.94965,0.94688,0.94461,0.9421,0.93897,0.93636,0.93402,0.93171,0.92955,0.9275,0.92456,0.92272,0.92063,0.91817,0.9158,0.91347,0.91122,0.90812,0.90623,0.90441,0.90171,0.90171,,E: Estimated data
66,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,686,Senegal,4,11,Western Africa,Country,-14.46636926,14.35920905,SEN,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.95576,0.95479,0.95421,0.95348,0.95298,0.95221,0.95156,0.95093,0.9502,0.94944,0.94891,0.94838,0.9477,0.94693,0.94625,0.94556,0.94487,0.94409,0.94329,0.94256,0.94183,0.94114,0.94035,0.93985,0.93922,0.93829,0.9376,0.93694,0.93626,0.93626,,E: Estimated data
67,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,688,Serbia,5,39,Southern Europe,Country,20.805876,44.03145697,SRB,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.95357,0.95329,0.95292,0.95259,0.95192,0.95155,0.95134,0.95052,0.95015,0.9493,0.94921,0.9497,0.95055,0.95103,0.95107,0.95113,0.95116,0.95119,0.95124,0.95127,0.95131,0.95134,0.95137,0.9514,0.95142,0.95145,0.95148,0.95152,0.95155,0.95155,,E: Estimated data
68,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,690,Seychelles,4,14,Eastern Africa,Country,55.46561591,-4.678053059,SYC,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.74673,0.7466,0.74388,0.7414,0.73746,0.73382,0.73005,0.72676,0.72329,0.72034,0.71731,0.71541,0.71341,0.71123,0.71012,0.70802,0.70697,0.70437,0.70118,0.69928,0.69596,0.69421,0.68933,0.6847,0.68155,0.67777,0.67354,0.66875,0.66665,0.66665,,E: Estimated data
69,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,694,Sierra Leone,4,11,Western Africa,Country,-11.78306584,8.568604164,SLE,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.92807,0.92804,0.92804,0.92805,0.92791,0.92795,0.92807,0.92809,0.92811,0.9283,0.92848,0.92848,0.92877,0.92877,0.92897,0.92906,0.92904,0.92925,0.92933,0.92939,0.92944,0.92953,0.92957,0.92954,0.92969,0.92967,0.9297,0.92972,0.92975,0.92975,,E: Estimated data
70,15,Goal 15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.5,"Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species",C150501,15.5.1,Red List Index,2021.Q2.G.03,"['biological diversity', 'endangered species']",ER_RSK_LST,Red List Index,702,Singapore,4,35,South-Eastern Asia,Country,103.8107883,1.361009155,SGP,1,1,,IX,Index,ER_RSK_LST,,29,1993,2021,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",0.9402,0.93964,0.93735,0.9335,0.9279,0.92381,0.91617,0.91017,0.90349,0.89764,0.89562,0.89309,0.89598,0.89494,0.89338,0.89165,0.88853,0.88642,0.88227,0.87796,0.87721,0.86976,0.86632,0.86367,0.85945,0.85579,0.84951,0.84584,0.84525,0.84525,,E: Estimated data
